Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72
Oceanimonas sp;8.28192;0;0;0;0;10.88243;80.22463;0;0;0;0;0;0;0;0;0;0;0;0;0;40.32258;283.68794;30.42961;32.57647;16.36281;14.18239;13.7681;4.38704;16.47535;15.29748;16.95896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oceanisphaera profunda;16.59063;73.20644;0;0;0;16.35011;0;0;42.22081;52.17845;0;40.84133;53.80683;0;0;0;0;0;0;0;80.77544;94.69697;11.08325;19.57777;8.62597;14.20555;27.58113;23.06923;19.73066;23.91763;16.71677;0;0;0;0;0;0;0;0;0;0;0;168.77637;0;0;0;55.26389
Oceanisphaera sp;30.91629;88.49558;0;0;0;26.3509;0;0;0;0;0;0;0;0;0;0;0;0;0;71.83908;0;0;8.37311;19.71998;22.93841;0;27.78241;16.81944;32.73862;25.29656;17.27313;0;118.48341;0;0;0;0;0;81.23477;0;0;0;203.8736;0;0;0;0
Oceanithermus profundus;11.58078;0;0;0;0;8.30031;0;0;0;0;0;62.18905;0;0;0;0;0;0;178.41213;0;61.50062;144.19611;4.21994;9.93888;7.88229;0;14.00168;6.69221;24.85911;6.8299;5.7489;0;0;0;0;0;0;0;0;0;0;233.37223;0;0;0;0;0
Oceanobacillus iheyensis;39.41848;141.54282;57.5871;0;0;14.48531;0;60.45949;0;0;0;0;0;0;0;54.05405;0;0;0;0;0;0;21.4236;31.53579;38.34963;13.72966;33.32075;25.83522;39.00568;55.62318;27.36192;60.38647;0;0;0;0;0;0;0;0;32.90015;148.14815;0;0;52.17845;0;0
Ochrobactrum anthropi;13.44142;177.93594;0;0;0;9.93493;0;0;0;0;0;0;0;0;0;67.98097;0;0;0;0;98.15951;0;21.88736;0;6.28977;0;11.17287;15.13028;17.65668;18.16654;7.20872;0;0;45.85053;0;0;0;0;0;0;0;0;410.25641;0;65.6168;0;0
Ochrobactrum pituitosum;18.76613;0;0;0;0;9.24727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.70857;0;31.19881;4.97036;20.69499;20.29066;1.82991;212.08908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187.61726
Ochrobactrum pseudogrignonense;14.73568;0;0;0;0;7.26102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107.60402;0;15.99665;5.79626;10.72616;0;16.33153;31.22276;19.91438;21.90733;14.84774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum sp;13.13469;198.7084;0;0;0;14.79345;0;0;57.29017;0;0;0;0;0;0;0;0;0;0;0;54.80954;0;13.16185;22.14153;14.0484;19.27897;31.19346;16.40004;17.52755;20.79508;14.27134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Octadecabacter antarcticus;12.09616;106.75207;0;0;56.44934;5.96042;0;45.61003;0;38.04451;0;59.55039;39.23107;0;89.56561;0;0;0;0;43.32756;0;0;24.24242;14.27382;12.57838;20.71358;13.40617;5.87356;14.90872;19.34563;8.4531;0;0;0;0;0;0;0;49.0076;0;0;111.7943;0;0;0;0;0
Octadecabacter arcticus;9.79514;98.81423;40.20101;0;0;7.35477;0;0;28.48597;0;0;27.5558;0;0;0;0;0;0;0;40.09623;27.24796;127.79553;9.34798;4.40325;13.96876;9.58497;13.9576;12.6009;9.6823;24.71178;10.55184;0;0;0;0;43.56349;38.47634;0;0;0;0;0;0;0;0;0;0
Octadecabacter temperatus;14.25463;397.29837;0;0;0;20.7024;0;0;0;0;0;0;58.41121;0;0;0;0;0;63.57279;0;43.83081;0;12.02881;0;12.17035;0;22.45061;14.70436;20.44042;34.88094;15.80176;0;0;0;31.4169;0;0;0;0;0;0;166.38935;0;0;0;0;0
Odoribacter splanchnicus;77.86571;438.72477;0;0;0;64.21909;0;0;33.72681;83.36807;17.02852;0;42.99226;0;0;0;0;0;0;0;290.36941;226.9289;48.69735;91.23136;55.12793;22.69632;99.1517;60.26088;111.33847;72.54706;118.25194;0;78.30854;30.13864;23.12406;0;0;0;53.69128;0;0;0;269.54178;0;43.13133;0;0
Oenococcus oeni;53.12917;0;0;0;0;34.90589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.06498;57.87037;35.69789;0;36.23517;20.92714;50.19459;111.94415;24.97343;0;0;0;0;0;0;0;0;0;0;302.1148;0;0;0;0;0
Oleiphilus messinensis;24.71492;120.82159;32.77614;40.7498;127.76831;13.48982;88.39779;137.64625;69.66214;0;0;89.84726;59.19787;0;67.5904;30.7645;0;0;64.43299;65.37016;0;104.16667;16.76471;17.9472;11.38709;7.81342;13.90645;14.70313;19.23879;32.0669;15.4237;103.1105;53.92289;41.50239;15.9223;106.53409;156.83814;0;36.96858;0;56.17452;84.31703;0;47.43833;59.39124;0;30.39514
Oleispira antarctica;37.43215;0;0;0;0;22.78473;0;49.8132;0;41.54549;0;0;0;0;0;0;0;52.68704;46.64179;0;32.15951;0;35.30294;31.17936;7.55588;11.31158;21.96314;27.11813;26.42438;29.46166;22.32948;0;0;30.03905;0;0;0;26.19172;0;0;27.10762;0;134.4086;0;42.99226;0;0
Oligotropha carboxidovorans;12.95161;68.58711;0;0;0;5.10549;0;0;0;0;0;0;50.41593;0;0;52.39717;0;0;54.86968;0;151.31455;88.73114;12.97842;0;6.46454;0;21.53131;14.40729;19.65967;10.85278;8.58779;0;0;0;0;0;0;0;0;0;0;143.57502;0;0;0;0;0
Olleya sp;29.79755;59.54153;0;0;0;26.59516;0;0;0;42.43582;34.67406;33.21707;0;0;0;0;0;0;0;0;0;154.02387;9.01408;39.80575;33.67452;51.99006;33.648;30.67494;27.86352;26.1391;30.70034;0;0;0;0;0;46.38219;0;54.65974;0;0;0;0;0;0;0;44.94382
Olsenella sp;65.66682;0;0;0;0;870.3026;0;0;0;0;46.54952;0;0;0;0;0;0;0;0;0;88.18342;310.23785;95.30004;103.32051;22.6044;224.89337;102.89357;17.19244;35.25313;26.52336;32.38399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Olsenella uli;40.19198;0;0;0;0;46.59941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.06077;0;45.01303;72.53655;17.70094;121.46241;172.94238;15.65465;30.67325;35.14894;81.61045;0;0;0;49.50495;0;0;0;0;0;0;0;0;0;0;0;0
Opitutaceae bacterium;11.93266;70.21239;0;0;0;11.75963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232.378;90.8059;5.31438;9.38732;8.27219;0;9.91867;9.48134;19.69554;16.30658;8.66202;29.96255;0;0;0;0;0;0;0;0;0;147.00478;0;0;0;0;0
Opitutus terrae;10.58567;86.24407;0;0;0;1.60496;47.32608;36.84598;0;0;0;24.05292;0;0;0;0;0;0;0;0;118.9202;0;19.5832;15.37397;4.06436;0;10.82969;7.33274;8.97971;10.12489;6.03447;0;0;0;0;0;0;0;0;0;0;0;99.40358;0;0;0;0
Orientia tsutsugamushi;18.11047;0;0;0;0;4.75941;0;0;73.74631;0;0;0;0;0;0;0;0;0;0;103.78827;0;165.42597;4.83945;11.39796;18.0791;0;8.0289;15.34949;14.41107;11.09624;10.3603;0;0;0;50.55612;0;0;57.45475;0;143.26648;0;0;0;150.60241;0;0;0
Ornithobacterium rhinotracheale;52.57251;0;0;0;0;33.87601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.13349;0;62.8128;81.12622;45.4167;0;60.50624;58.91016;87.09453;65.04118;28.7864;0;0;55.17241;0;0;0;0;0;0;0;0;0;0;0;0;0
Oscillatoria acuminata;18.92667;133.64517;0;0;0;6.2174;0;0;0;23.80952;19.45336;37.27171;24.55494;87.54651;0;0;0;0;53.4545;27.11497;92.14042;43.21521;24.02326;23.823;14.95757;6.48214;8.39058;13.53469;21.93587;33.76564;18.33237;0;0;0;26.41833;0;52.04267;0;0;37.42515;0;69.95453;77.01194;39.35458;0;30.12502;50.435
Oscillatoria nigro;16.21597;103.05737;0;34.75843;0;17.89858;37.69318;0;0;0;0;0;25.24615;45.0045;0;0;0;0;0;27.87845;18.94657;0;11.04965;21.43163;11.33149;13.32889;19.40994;12.36935;16.99896;19.81247;13.40876;0;0;17.69912;13.5805;0;0;0;0;0;15.97189;0;79.17656;0;25.32928;0;0
Oscillibacter valericigenes;12.10034;58.25808;47.4046;0;0;20.59755;0;0;0;0;0;0;0;0;0;44.50378;0;0;0;0;64.26735;226.07385;17.63688;15.57673;13.04023;11.30263;29.26009;10.19727;22.12099;27.05853;23.59811;0;0;0;0;0;0;0;0;32.62643;0;243.90244;0;0;0;0;0
Ottowia sp;13.26458;87.79631;0;0;0;27.77869;0;0;0;62.57822;0;0;0;0;0;0;0;0;0;0;145.31364;0;23.26122;31.30503;259.65965;17.03578;159.87651;27.66665;977.27297;118.77017;17.13802;0;0;0;0;0;68.39945;0;0;0;0;0;202.42915;0;0;0;0
Owenweeksia hongkongensis;31.53216;64.22608;0;0;0;21.5136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249.16944;9.72231;34.34656;28.75346;24.92212;34.27488;20.55763;45.94431;40.9777;26.48982;0;0;33.09067;0;0;0;0;58.96226;35.97122;59.72824;0;0;0;0;0;48.4731
Oxalobacter formigenes;14.73709;104.05827;0;0;0;13.55512;0;0;0;0;0;0;0;0;0;0;0;94.02915;0;0;229.55524;0;23.62809;27.82415;12.25956;0;29.39927;15.09238;21.66886;34.52378;16.09454;0;0;0;0;0;0;0;0;0;0;217.86492;239.80815;0;0;0;0
Paenalcaligenes hominis;27.06629;286.66985;0;0;0;14.22602;0;0;0;0;0;0;70.22472;0;0;0;0;0;0;0;52.70092;0;18.08155;17.03432;13.50971;0;17.99856;18.1607;22.2397;40.48307;21.8177;0;0;49.23683;37.77862;0;0;0;0;0;0;0;0;0;0;0;0
Paenarthrobacter aurescens;15.82704;279.40766;0;0;0;16.63738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277.39251;289.12179;21.14634;4.98033;14.48293;16.26193;21.04931;6.70704;16.83762;22.24637;19.54841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus beijingensis;24.04515;134.04826;36.36364;0;0;5.82019;0;0;0;0;0;0;0;0;0;0;0;0;0;36.26473;98.57072;57.78677;16.9086;15.92927;10.52781;17.33703;9.81808;14.30123;17.40391;23.7177;13.6565;38.13155;0;46.04052;0;0;0;0;0;0;20.7749;0;0;0;0;0;0
Paenibacillus borealis;18.43691;62.99213;0;31.87251;33.30558;25.20309;0;80.73197;0;0;0;17.56852;23.14815;0;0;0;0;0;0;0;69.48667;40.7332;11.91938;33.68705;15.21375;6.11079;13.8422;28.66882;24.07407;35.36767;23.31324;0;0;32.45699;0;0;0;0;0;17.64135;0;0;0;0;23.22341;0;0
Paenibacillus bovis;25.3691;191.93858;39.04725;97.11095;0;10.71486;52.65929;0;0;0;0;0;0;0;0;0;0;0;38.38772;0;132.32764;0;27.23732;34.21289;14.69757;37.23701;30.12502;21.1174;23.74465;28.40937;19.08316;0;0;24.72188;0;0;0;0;0;0;22.30898;100.45203;110.55832;0;0;0;0
Paenibacillus crassostreae;35.12175;0;0;56.17978;0;14.4649;0;0;0;0;16.16423;0;40.808;0;0;0;60.27728;0;0;0;91.86955;215.43986;21.01149;19.79463;37.28488;10.7718;33.11547;29.1563;33.18861;48.74344;24.94428;0;0;28.60821;0;0;0;0;50.9684;0;0;0;0;0;0;0;0
Paenibacillus donghaensis;18.45668;90.22556;0;60.86427;31.80156;11.75299;0;25.69703;0;0;0;16.7743;22.10433;0;0;0;0;0;0;0;82.93937;0;15.93408;16.08342;8.5037;11.66997;16.0497;11.58172;17.167;20.87692;14.39773;0;0;46.4864;0;0;0;0;27.60906;16.84494;0;0;0;0;0;0;0
Paenibacillus durus;26.91368;42.54414;0;0;0;4.75048;0;72.70084;24.53386;30.32141;0;0;62.53909;55.74136;0;32.49919;0;38.45414;68.07352;34.53039;187.72733;55.03577;19.32134;15.16846;9.52376;8.25457;16.02735;12.97986;14.80081;14.7671;15.51116;36.31082;0;0;0;37.51641;33.14002;0;39.05487;0;39.56479;0;0;0;0;0;0
Paenibacillus graminis;13.20007;35.84872;0;0;0;12.00809;0;0;41.34367;0;10.43678;0;0;93.94082;0;0;0;32.39916;0;0;98.86307;0;14.92325;22.36636;17.73851;6.95531;18.00565;10.39876;19.23332;20.12761;13.06944;0;0;0;14.17334;0;27.92126;16.10436;32.91098;0;16.66806;0;0;0;0;16.16031;0
Paenibacillus kribbensis;10.91341;88.90865;0;0;0;16.54643;0;0;0;31.68066;0;24.79851;32.6744;0;0;0;0;0;0;0;24.52182;57.50431;20.18944;3.96251;14.6656;0;18.14299;12.67368;15.03017;17.47288;22.10194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus larvae;23.37863;63.49206;0;0;0;23.63061;0;0;0;0;0;0;0;0;0;48.49661;0;57.37235;0;0;70.04027;82.13552;24.02778;5.65899;14.96032;24.63661;5.97931;11.11386;24.88704;37.91647;25.7192;0;0;32.71181;25.1004;0;49.45598;0;0;0;0;0;0;0;46.81648;0;0
Paenibacillus mucilaginosus;11.19871;0;0;0;0;6.62182;0;0;0;0;0;0;0;0;0;0;0;26.79887;23.72198;0;81.77952;76.70182;25.81036;17.17941;13.27539;11.50616;13.96297;11.86421;17.87067;18.16253;15.72461;0;0;15.27884;11.72333;0;0;0;0;0;0;62.09252;0;0;0;0;0
Paenibacillus naphthalenovorans;13.06049;148.22134;0;50;52.2466;9.19371;0;0;0;35.20507;0;27.5558;0;64.72492;0;0;0;0;0;0;0;127.79553;11.21789;8.80669;14.55121;9.58497;24.81428;11.61291;27.11116;25.72107;26.01646;0;0;0;0;0;0;0;0;0;0;0;113.83039;0;36.42987;0;0
Paenibacillus odorifer;20.65093;113.12217;30.68897;0;39.88036;13.3338;0;0;21.74386;26.8745;10.97876;0;0;0;0;0;0;34.08316;30.17046;0;20.80083;146.34146;37.10602;26.88985;13.32877;7.31663;24.8606;22.25542;26.88458;24.83071;21.24779;32.18539;0;58.29204;14.9098;0;58.74578;0;34.62005;42.24311;17.53463;0;0;0;27.80481;68.00408;0
Paenibacillus peoriae;4.8459;42.7716;0;0;45.2284;12.7351;93.87468;0;0;0;0;23.85781;0;0;0;0;0;0;0;69.43239;0;55.32503;19.42376;15.24884;2.01562;24.89523;16.11214;15.40166;7.96352;12.66218;12.28563;0;0;0;0;0;0;0;0;0;19.88665;89.56561;0;0;0;0;0
Paenibacillus polymyxa;12.58908;47.61905;0;0;0;7.08943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.51619;14.85537;12.34277;18.47831;17.93883;10.24107;10.49967;16.04227;9.2944;0;0;0;0;0;0;0;0;26.67378;0;0;0;0;0;0;0
Paenibacillus riograndensis;14.70133;64.8824;0;0;0;8.45145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.56915;83.91022;10.43495;17.34806;7.64365;0;12.22008;9.24765;17.08645;19.86936;12.66284;0;0;0;0;0;25.26529;0;0;18.17026;0;33.96739;0;0;0;0;0
Paenibacillus sabinae;13.80643;0;0;0;0;9.07087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.06797;17.37808;16.07957;18.91432;6.1207;12.92043;15.04625;30.35332;18.4887;0;65.27415;0;19.27154;0;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus sp;21.94359;35.75898;0;0;0;15.30415;0;0;0;0;0;0;0;46.84938;0;0;0;0;0;0;59.16576;46.24277;28.41659;17.52848;18.53545;0;16.83691;21.28055;17.34434;33.21647;19.09292;0;0;18.42299;28.27255;0;0;16.06297;0;0;0;0;82.40626;0;0;0;26.98691
Paenibacillus stellifer;18.00288;0;0;0;0;10.13822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.08138;0;14.60393;24.27872;12.30203;26.42473;11.40153;21.34331;14.90376;19.46522;18.39059;0;0;0;17.94849;0;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus swuensis;7.74237;51.25577;41.71011;0;0;22.89028;0;0;0;0;0;0;0;0;0;0;0;46.31774;0;0;28.26855;132.58204;10.6678;9.13617;24.75681;9.94382;6.43563;18.96823;25.86542;31.65385;13.77803;0;0;0;0;0;0;0;0;0;0;107.29614;0;0;0;0;0
Paenibacillus terrae;19.93612;42.22973;0;0;0;15.71771;0;0;0;0;0;23.55435;0;0;0;0;0;38.16794;0;0;163.05614;0;20.7764;15.05627;14.92619;16.38673;13.25715;12.0389;19.34688;37.50663;17.10699;0;0;0;0;0;0;0;0;23.65464;0;0;97.3236;0;0;0;0
Paenibacillus xylanexedens;21.66437;36.42324;0;0;0;23.04475;0;0;0;0;0;0;26.77018;0;0;0;0;0;29.13753;29.55956;120.54244;47.10316;27.5672;19.47799;21.02598;0;26.29744;18.7622;23.9132;28.25762;22.93566;0;0;18.76701;14.39988;0;0;0;33.43922;0;16.9348;0;0;42.90004;26.85645;0;0
Paenibacillus yonginensis;21.40557;0;41.92872;0;0;15.34198;0;0;29.71327;0;0;0;75.74323;0;0;0;0;0;0;0;28.4212;199.93336;14.62487;9.18527;13.35527;9.997;16.17521;15.7197;18.68243;29.98233;22.20084;0;0;0;0;0;40.13646;0;0;0;0;0;0;0;37.99392;0;38.89537
Paeniclostridium sordellii;75.83262;0;0;0;0;36.35678;0;61.8238;0;0;0;0;106.35469;94.78673;0;0;0;130.80445;0;0;0;0;49.29076;29.02196;47.73921;42.11709;70.41614;37.6363;67.18464;38.41083;36.77235;0;96.89922;74.57122;28.60821;63.81621;56.3539;0;0;0;33.64172;0;0;0;0;0;0
Paludibacter propionicigenes;48.04433;0;0;0;0;25.94404;0;0;40.19293;0;20.29427;38.88025;0;0;0;53.24814;0;62.99213;0;0;0;180.34265;27.699;65.23765;40.24145;27.04896;52.51871;49.85375;71.38295;64.75578;50.31369;0;0;107.75862;0;0;0;0;0;0;32.40966;0;0;0;0;62.85355;0
Paludisphaera borealis;10.02905;34.26418;0;0;0;6.37653;0;29.27829;19.75894;0;0;0;0;0;0;0;0;0;0;0;226.80023;44.31642;11.67073;3.05409;8.07392;0;8.6053;5.65528;11.5005;11.36839;6.56162;29.24404;45.88208;17.65537;13.54738;0;0;0;31.45643;0;15.93245;71.73601;78.95776;0;0;30.89757;0
Pandoraea apista;6.08341;46.01933;37.45318;46.57662;0;8.56458;0;0;26.53928;0;0;0;0;0;0;17.57778;0;0;0;0;76.1518;148.80952;12.19204;8.20412;6.50664;0;14.44774;6.44495;11.83879;16.91372;6.77937;39.2773;0;0;0;0;0;0;0;25.77652;0;0;53.02227;0;0;0;0
Pandoraea faecigallinarum;11.56877;49.0076;0;49.60317;0;1.82417;26.89618;0;0;0;0;0;0;0;0;0;0;0;0;0;108.13733;0;8.34678;8.73706;4.61947;0;4.61581;4.90251;10.92664;19.51322;8.84409;41.83225;0;75.75758;19.37797;0;0;44.03831;0;0;45.57885;0;112.93055;0;0;0;0
Pandoraea norimbergensis;7.07928;83.31598;0;0;0;7.75182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.9506;215.51724;22.07001;11.13834;4.90764;16.16358;10.46135;7.08333;9.4907;11.4815;7.05643;0;0;0;0;0;0;0;0;23.33178;19.36858;43.61099;96.01536;24.53386;0;0;0
Pandoraea oxalativorans;4.3081;136.89254;0;0;0;9.3404;0;0;0;0;0;0;33.53454;0;0;0;49.54174;0;0;0;151.00038;118.02892;1.7268;16.26777;6.45092;0;5.72959;6.61797;11.96097;6.98705;5.20902;0;0;0;18.03914;0;35.54292;0;0;0;0;95.55662;210.30494;0;0;0;0
Pandoraea pnomenusa;7.20568;166.94491;0;48.2742;0;3.5506;0;0;0;0;0;0;0;0;0;0;51.78664;0;38.16066;0;131.54433;92.53547;7.22061;4.25152;3.93378;9.25455;5.98955;4.77119;7.12825;6.81711;7.02627;0;0;0;0;42.06099;0;0;0;40.07481;0;0;0;0;0;0;0
Pandoraea pulmonicola;9.92125;0;0;66.4599;0;6.51827;24.02691;0;0;0;0;0;0;0;0;66.88963;0;0;0;0;96.59503;169.87542;1.65696;23.41463;2.57918;0;17.86794;7.00723;9.33195;20.33683;7.09443;0;0;0;0;0;0;0;0;0;0;45.82951;0;77.35946;32.2841;0;0
Pandoraea sputorum;6.7577;89.46544;0;0;0;8.32466;0;0;0;0;13.02338;0;0;0;0;0;48.56727;0;0;0;24.67308;57.85363;6.77168;11.96148;1.05406;0;8.42578;8.0542;7.78099;10.50324;6.09523;0;0;0;17.68503;0;0;0;0;0;10.40042;140.51522;0;0;0;0;0
Pandoraea thiooxydans;10.86691;115.10791;0;58.24112;0;9.63845;0;0;33.18401;0;0;0;0;0;0;0;0;0;0;0;63.48199;74.43245;8.71147;15.38777;8.13603;11.16508;10.83933;8.34669;8.74107;8.81218;10.38439;0;0;0;0;0;44.82295;0;0;0;0;0;198.93899;0;0;0;0
Pandoraea vervacti;11.6201;45.57885;0;0;0;6.78616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201.13136;0;9.48783;10.15703;7.51847;0;2.86189;5.24343;8.15205;11.86598;10.07181;58.35441;0;0;0;0;0;0;0;0;21.19542;190.93079;0;0;0;0;0
Pannonibacter phragmitetus;5.92866;0;0;0;0;12.58427;0;82.5423;0;68.84682;0;0;0;0;0;0;0;0;0;0;106.5672;312.40237;78.6027;12.91572;11.38148;0;0;12.32036;9.94006;20.46336;13.34083;0;0;24.888;0;0;0;0;0;0;22.45929;0;0;0;0;0;36.45643
Pantoea agglomerans;11.60005;122.85012;0;0;0;22.86368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287.98916;0;4.64965;0;7.23746;0;15.42763;11.67496;12.79227;28.84727;7.69165;0;0;31.65058;0;0;0;0;0;0;0;0;0;0;0;0;0
Pantoea alhagi;12.01359;0;0;0;0;23.67878;0;51.77323;0;0;0;0;0;0;0;46.28558;65.78947;0;0;0;100.26738;0;6.87916;21.60235;9.994;35.26715;11.41249;15.15184;19.14881;25.05111;13.38799;51.70631;0;0;0;0;0;0;0;33.93857;0;126.90355;0;0;0;0;0
Pantoea ananatis;10.31428;163.84489;0;0;0;12.1976;59.93407;0;0;38.92565;0;0;40.14452;0;0;0;0;0;0;0;120.51823;141.29283;14.46984;24.34215;10.93986;15.89657;8.57354;10.65402;14.85349;18.40091;7.04021;46.62005;0;0;0;0;0;0;0;30.59507;0;0;125.86532;64.35006;20.13693;0;0
Pantoea rwandensis;10.08884;59.3648;0;0;0;17.67565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163.71971;76.77543;119.07035;21.16458;11.19038;11.51742;11.18151;9.20392;19.34278;40.30034;7.4329;0;0;0;23.47142;0;0;0;0;0;0;124.30081;0;0;0;0;0
Pantoea sp;17.76702;176.4187;0;59.5061;0;6.56606;0;0;0;0;0;0;0;77.0416;0;0;0;0;0;0;32.43594;0;4.45092;15.72409;11.08509;11.40966;11.07624;8.82322;16.71169;20.4108;9.52855;0;78.74016;0;23.25041;0;0;0;0;32.93808;0;0;135.50136;0;0;0;0
Pantoea stewartii;10.71323;56.73759;0;0;0;17.94839;0;0;0;0;0;0;41.70142;0;0;0;0;0;0;0;0;73.36757;12.88245;5.05676;13.36827;11.00776;10.68604;9.93116;21.82165;22.00851;11.07327;0;0;0;0;0;44.18913;0;0;0;0;118.76485;0;0;0;0;0
Pantoea vagans;9.6421;0;0;0;0;11.8779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.20507;0;7.24655;5.68909;9.02378;0;2.00369;10.85357;12.66589;14.66061;13.39793;0;0;16.44466;0;0;0;0;0;0;0;0;0;0;47.05882;0;0
Parabacteroides distasonis;89.23215;186.86599;0;0;0;46.70158;0;0;0;0;0;0;0;0;89.60573;0;0;0;0;0;279.78206;69.06077;45.46603;33.3143;74.23111;10.35947;88.83823;66.49487;150.30237;89.66654;61.74296;0;0;0;0;0;0;0;0;0;0;0;1292.30769;0;0;0;0
Parabacteroides sp;57.21999;0;0;0;82.16927;27.47253;0;0;0;55.37099;0;0;0;0;0;0;0;0;0;0;514.24898;100.50251;36.75552;58.86427;48.51614;45.22499;134.15289;45.0769;134.19651;63.85088;48.9283;66.313;0;0;0;0;60.51437;0;0;0;0;162.73393;0;0;0;70.05254;0
Paraburkholderia caribensis;2.71394;0;29.23977;0;0;0;0;0;0;0;0;0;0;0;60.31363;0;0;0;0;0;79.27071;185.87361;0;19.21537;8.46633;13.94214;4.51182;5.03163;10.7391;9.53673;4.23418;0;0;0;28.40909;0;0;0;0;0;0;0;0;0;0;0;0
Paraburkholderia fungorum;7.60857;57.55396;0;0;0;9.64062;0;0;0;0;16.75884;0;0;0;0;0;0;0;0;0;95.25321;0;37.0322;10.26088;5.42527;0;5.42094;9.78803;10.71733;15.86555;6.14727;0;0;59.32078;0;0;0;0;0;0;0;0;0;0;21.22241;0;0
Paraburkholderia hospita;4.8255;0;0;0;0;5.94438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70.47216;0;2.41774;5.69427;6.02142;0;0;5.11226;6.88656;9.13054;1.88214;0;0;32.91639;0;0;0;0;0;0;0;0;0;0;0;0;0
Paraburkholderia phenoliruptrix;9.93083;0;0;0;65.42362;4.60559;0;0;35.67606;0;0;0;0;0;0;0;0;55.91278;49.4927;0;187.71331;80.03201;9.36604;5.51466;7.28943;12.00408;7.76925;8.35492;11.67148;16.42207;4.55698;0;0;0;73.38552;54.55537;48.19277;0;56.80204;0;28.7687;0;71.27584;0;0;0;0
Paraburkholderia phymatum;6.9717;73.82798;0;0;0;19.2379;0;0;0;52.61773;0;0;0;0;0;0;0;0;0;0;81.44981;95.51098;8.3834;19.74464;6.08966;0;9.27214;10.70972;15.19556;16.96052;3.2631;0;0;0;0;0;0;0;0;0;0;0;170.21277;0;0;0;0
Paraburkholderia phytofirmans;5.97229;172.51294;0;0;0;6.42075;0;0;0;0;0;32.07698;0;0;0;0;0;0;0;0;63.44171;0;6.52869;5.12545;5.41994;0;3.61043;2.30081;8.03011;9.39262;5.08242;49.07975;0;0;0;0;0;0;0;16.10565;0;120.40939;0;0;42.39983;51.85377;0
Paraburkholderia sp;7.57424;114.61318;0;0;0;5.33174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.81669;148.20304;4.33708;10.21477;7.42606;0;3.59764;6.30486;11.9324;8.77444;8.44074;0;0;59.04931;0;0;0;0;0;0;0;0;0;0;0;0;0
Paraburkholderia sprentiae;9.31514;0;0;0;0;2.62288;77.33952;0;0;50.22602;0;0;0;0;0;0;0;0;0;0;38.87269;182.31541;8.00085;0;0.83026;0;13.27375;7.75396;6.90586;14.74794;6.48798;0;0;0;0;0;0;0;0;0;32.7654;0;324.93907;0;51.96155;0;0
