Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049153_FP56;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049163_S56;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72;SRR7049258_MP75
Exiguobacterium antarcticum;38;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;18;4;2;15;4;9;44;100;43;58;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0
Exiguobacterium sibiricum;53;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;14;0;0;12;0;7;33;177;30;64;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
Exiguobacterium sp;51;6;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;14;6;2;10;0;12;40;151;83;73;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Faecalibacterium prausnitzii;24;8;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;10;0;23;13;0;30;2;2;37;154;64;142;0;0;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0
Faecalibaculum rodentium;20;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;1;2;8;0;2;21;67;20;72;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ferrimonas balearica;16;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;10;2;0;7;1;6;35;140;45;48;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ferriphaselus amnicola;26;0;0;0;0;12;4;0;0;2;0;0;2;4;2;0;0;0;0;0;2;10;4;82;4;4;12;0;10;35;76;62;32;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Fervidobacterium islandicum;22;2;0;0;0;16;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;8;6;0;18;0;8;50;96;35;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fervidobacterium nodosum;33;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;18;2;8;28;114;40;42;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Fervidobacterium pennivorans;25;0;0;0;0;6;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;4;2;12;4;0;20;0;8;32;97;96;50;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0
Fibrella sp;60;10;0;0;0;24;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;6;2;24;16;3;21;0;15;81;232;131;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Fibrobacter succinogenes;64;0;0;0;0;13;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;8;2;15;14;2;37;2;10;56;233;135;125;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0
Fictibacillus arsenicus;60;2;0;0;0;12;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;2;0;28;11;6;24;2;11;102;176;102;141;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0
Fictibacillus phosphorivorans;46;4;0;0;0;24;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;8;4;26;10;2;40;8;18;74;182;133;129;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Filifactor alocis;208;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;185;399;91;168;13;106;301;1522;149;404;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Filimonas lacunae;100;8;2;0;2;35;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;4;2;50;11;4;65;4;31;178;353;220;214;0;0;0;0;0;0;0;2;4;0;2;0;2;0;0;0;2
Fimbriimonas ginsengisoli;29;6;0;0;0;12;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;8;12;2;22;2;14;36;178;117;59;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0
Finegoldia magna;57;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;23;8;9;24;3;15;80;240;104;129;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0
Fischerella sp;61;6;6;4;2;26;6;2;0;8;0;8;6;2;4;4;4;2;0;10;2;10;6;18;16;6;46;6;11;91;246;145;184;4;2;0;2;0;0;2;2;4;12;4;6;2;10;2;2;2
Flammeovirgaceae bacterium;82;4;0;0;0;34;0;0;2;2;0;0;2;0;0;0;4;0;0;0;0;8;2;22;14;10;24;4;12;91;344;131;172;0;0;2;0;0;0;0;2;2;2;0;0;0;0;0;0;2
Flavisolibacter tropicus;69;2;0;0;2;18;0;0;0;0;0;2;0;0;2;0;0;0;0;2;0;6;2;35;11;4;41;6;25;117;300;223;184;0;0;4;4;0;0;0;0;0;2;0;0;2;0;0;0;2
Flavivirga eckloniae;65;0;0;0;0;28;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;30;26;2;57;4;13;131;296;182;153;0;0;0;2;0;0;0;0;2;0;0;0;2;0;0;0;0
Flavobacteriaceae bacterium;34;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;31;9;3;22;0;17;130;234;153;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flavobacterium anhuiense;70;0;0;0;0;22;0;0;0;4;2;0;0;0;0;0;2;0;2;0;0;0;2;22;20;0;46;0;18;154;339;176;99;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Flavobacterium branchiophilum;51;2;0;2;0;22;0;2;0;0;0;2;2;2;2;2;0;0;0;0;0;0;2;13;12;1;25;4;11;117;252;95;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
Flavobacterium columnare;48;2;0;0;0;14;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;6;13;10;4;28;2;18;113;179;115;110;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Flavobacterium communis;63;0;0;0;0;8;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;4;0;35;16;6;27;6;18;113;221;86;100;0;0;2;0;0;0;0;0;0;0;0;2;2;0;2;0;0
Flavobacterium crassostreae;52;0;0;2;0;14;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;2;2;10;17;4;15;2;18;82;172;96;86;0;0;0;2;2;0;0;2;4;2;0;0;0;0;0;0;0
Flavobacterium gilvum;67;4;0;0;0;11;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;4;6;28;5;0;43;2;15;91;285;246;107;0;0;3;0;2;0;0;0;2;2;0;0;0;0;2;2;0
Flavobacterium indicum;54;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;24;14;6;30;2;22;100;223;80;87;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Flavobacterium johnsoniae;116;2;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;14;17;6;60;2;29;145;307;225;164;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2
Flavobacterium psychrophilum;26;0;0;0;0;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;12;9;0;38;0;13;91;185;92;76;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Flavobacterium sp;60;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;6;4;23;21;2;34;3;16;131;272;150;144;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flavonifractor plautii;32;2;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;13;0;319;13;1;13;4;9;11;128;49;89;0;0;4;0;0;2;0;0;2;0;98;11;0;0;0;0;2
Flexistipes sinusarabici;23;2;0;0;0;14;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;8;10;0;22;2;0;32;107;44;81;0;0;4;2;2;0;0;0;4;4;0;0;0;0;0;0;4
Fluviicola sp;52;0;0;0;0;27;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;4;40;6;2;57;8;23;50;220;78;107;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;4
Fluviicola taffensis;56;0;4;0;0;14;0;0;0;2;2;0;2;0;0;2;0;0;2;0;2;6;4;40;31;2;42;6;13;125;329;156;145;0;0;2;0;0;0;0;0;4;0;2;0;0;2;0;0;4
Formosa sp;31;0;0;0;0;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;22;5;0;21;0;11;39;95;58;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Francisella cf;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;8;27;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Francisella halioticida;27;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;24;4;4;32;2;0;40;117;74;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Francisella hispaniensis;20;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;4;8;0;11;42;69;50;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Francisella noatunensis;9;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;4;0;8;0;8;20;67;40;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Francisella persica;33;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;2;17;0;4;28;61;30;38;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Francisella philomiragia;14;0;0;0;0;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;32;6;0;14;0;6;26;60;19;16;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Francisella sp;33;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;13;4;2;10;4;4;43;100;48;64;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
Francisella tularensis;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Frankia alni;21;4;0;2;0;10;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;8;12;13;2;2;8;0;0;16;58;44;27;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Frankia casuarinae;17;2;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;9;6;4;4;0;6;22;61;20;29;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Frankia inefficax;16;2;2;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;2;8;18;2;2;20;0;8;18;104;66;38;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frankia sp;19;10;0;0;0;13;0;0;0;2;0;2;0;0;0;0;0;2;0;0;0;14;2;194;8;4;14;0;8;34;121;58;29;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
Frankia symbiont;18;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;12;2;0;14;6;2;25;34;30;22;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Frateuria aurantia;8;4;2;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;6;4;10;8;0;0;26;98;48;47;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;2;0
Frischella perrara;49;2;0;0;0;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;24;6;2;21;2;6;77;136;87;77;2;0;2;0;0;0;0;2;2;0;2;0;0;0;2;0;0
Frondihabitans sp;25;6;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;22;8;0;9;0;6;26;79;20;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fuerstia marisgermanicae;74;6;4;4;6;28;4;4;6;4;4;16;6;2;4;10;4;2;2;6;2;10;4;32;8;8;36;2;24;94;236;188;118;2;0;12;6;4;4;4;8;10;12;2;2;10;2;6;6;4
Fusobacterium hwasookii;208;2;0;0;0;215;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;94;87;76;96;29;179;572;2559;629;350;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0
Fusobacterium nucleatum;165;2;0;0;0;195;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;228;187;140;100;58;246;308;1820;281;385;0;0;2;0;0;0;0;0;0;2;0;4;0;0;0;0;0
Fusobacterium periodonticum;2060;0;0;2;0;1218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;17;29;391;642;10;644;6139;35465;12443;836;0;0;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0
Fusobacterium varium;64;0;0;0;0;22;2;2;0;0;0;2;0;0;2;2;0;0;0;0;2;2;4;16;11;7;35;1;22;110;337;125;143;0;0;0;0;2;0;0;0;0;0;0;8;0;0;2;0;0
Gallibacterium anatis;43;2;0;0;0;52;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;4;0;24;6;22;51;0;43;122;282;260;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gallionella capsiferriformans;28;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;11;4;6;10;0;4;46;113;132;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gardnerella vaginalis;121;15;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;54;30;10;36;12;31;203;216;369;144;0;0;2;2;0;0;0;0;0;2;0;0;0;0;2;0;0
Geitlerinema sp;23;6;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;14;4;4;14;0;7;38;106;66;48;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Gemella sp;1580;0;0;0;0;301;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;197;103;195;225;38;356;532;1845;81;224;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0
Geminocystis sp;28;4;2;2;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;30;12;6;42;4;10;76;192;101;84;0;0;2;0;0;0;0;0;2;0;0;0;1;2;0;4;0
Gemmata sp;52;28;0;0;0;17;0;0;2;0;0;0;0;0;0;4;0;0;2;2;0;18;8;16;2;6;16;4;10;65;171;104;87;0;0;0;0;2;0;0;0;0;0;6;2;2;0;0;0;0
Gemmatimonas aurantiaca;18;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;18;6;2;10;0;2;36;148;57;37;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0
Gemmatirosa kalamazoonesis;12;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;5;0;6;12;0;4;36;114;63;30;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Geobacillus kaustophilus;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;4;0;2;19;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geobacillus sp;42;2;0;0;0;8;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;0;17;4;2;24;0;11;69;111;64;53;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0
Geobacillus thermodenitrificans;25;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;9;8;0;14;4;4;43;107;56;92;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Geobacter bemidjiensis;14;6;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;15;10;2;18;2;14;21;74;51;39;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0
Geobacter lovleyi;27;2;2;2;2;8;0;0;2;2;0;0;0;0;4;2;0;0;0;2;0;4;2;9;8;1;22;6;12;23;102;89;59;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0
Geobacter metallireducens;15;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;10;12;2;18;6;13;38;102;50;40;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Geobacter sp;22;0;1;0;0;12;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;4;0;4;6;2;13;2;3;27;104;60;27;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0
Geobacter sulfurreducens;16;0;2;2;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;4;2;2;6;0;5;21;50;38;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geobacter uraniireducens;30;2;0;0;0;12;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;6;2;24;7;2;18;6;8;35;147;77;78;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;2
Geodermatophilus obscurus;15;4;0;0;0;12;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;6;12;14;0;2;10;0;6;47;72;36;42;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibbsiella quercinecans;47;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;0;18;6;6;22;2;12;29;136;64;78;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0
Gilliamella apicola;47;2;0;0;2;18;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;29;14;2;21;0;9;92;231;159;83;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0
Glaciecola sp;34;0;0;0;0;16;0;0;0;0;2;0;0;0;0;0;2;2;2;0;0;6;0;16;12;4;26;2;18;67;171;162;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
Glaesserella sp;62;2;0;0;0;64;2;2;2;2;0;2;0;0;0;0;2;0;0;0;0;0;0;22;8;17;47;3;55;192;352;387;79;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;2;0
Gloeobacter kilaueensis;26;0;0;0;0;8;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;4;0;16;2;2;18;2;14;26;94;62;51;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0
Gloeobacter violaceus;30;2;0;0;0;8;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;4;6;9;0;12;0;15;29;102;85;56;0;0;4;0;2;0;2;0;0;4;0;0;2;0;0;0;0
Gloeocapsa sp;59;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;8;0;43;20;4;22;0;10;87;236;128;100;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;2;0
Gluconacetobacter diazotrophicus;6;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;2;4;2;2;4;12;73;64;21;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0
Gluconobacter albidus;14;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;6;6;7;2;2;29;100;36;30;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gluconobacter oxydans;8;2;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;4;8;9;2;2;10;68;22;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gordonia bronchialis;22;2;0;0;0;15;0;0;2;0;0;0;2;0;0;0;0;0;2;2;0;4;4;13;6;2;4;0;4;25;88;22;40;0;0;0;4;0;2;0;0;0;0;2;0;0;0;0;0;0
Gordonia phthalatica;11;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;6;7;7;4;7;0;0;27;63;28;44;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Gordonia polyisoprenivorans;10;4;0;0;0;6;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;10;0;10;6;3;13;2;6;12;73;44;50;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Gordonia sp;12;6;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;22;0;0;8;4;4;34;65;39;34;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0
Gordonia terrae;20;2;0;0;0;6;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;8;4;11;0;4;4;0;0;24;62;24;41;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2
Gottschalkia acidurici;61;0;0;0;0;32;2;2;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;31;7;0;30;6;13;99;172;164;91;2;0;0;2;0;2;0;0;0;2;0;0;0;4;0;2;0
Gramella flava;45;2;0;0;0;10;0;2;0;0;0;2;2;0;0;0;0;0;0;0;2;4;2;20;4;2;28;6;13;74;216;130;89;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Gramella forsetii;56;4;0;0;0;16;0;0;4;2;0;2;0;0;0;0;2;0;2;2;0;4;4;18;22;1;27;4;16;81;297;127;60;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;2;0
Gramella sp;63;2;0;0;0;11;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;13;8;0;21;10;11;68;209;66;102;0;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0
Granulibacter bethesdensis;18;0;0;0;0;16;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;2;6;4;0;8;4;2;35;62;42;46;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Granulicella mallensis;65;2;0;4;0;12;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;12;10;14;14;3;26;1;8;62;168;93;95;2;0;2;6;0;0;0;0;0;0;0;0;0;2;0;0;2
Granulicella tundricola;33;6;0;2;0;10;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;6;0;5;2;2;20;0;6;26;155;73;46;0;0;0;6;1;0;0;2;1;0;0;2;0;0;0;0;0
Granulosicoccus antarcticus;70;10;0;2;0;26;0;0;0;2;0;2;0;0;0;0;0;0;2;0;4;4;6;34;16;8;49;4;28;68;234;168;126;2;0;2;0;0;0;0;0;2;4;2;0;0;0;0;0;0
Grimontia hollisae;28;4;0;0;0;12;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;6;4;8;2;2;21;2;0;31;100;116;51;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
Gynuella sunshinyii;46;6;0;0;2;33;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;4;26;6;7;35;4;10;79;251;204;94;0;0;4;0;0;2;2;0;2;4;0;2;2;2;2;0;2
Haemophilus ducreyi;31;2;0;0;0;64;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;15;2;14;55;0;30;96;153;89;20;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haemophilus influenzae;604;0;0;0;0;693;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;852;82;196;1278;23;3530;2757;4421;3613;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
Haemophilus parainfluenzae;10039;0;0;0;0;3779;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;2;3257;32;2529;15685;172;4894;42706;96746;82111;288;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Haemophilus parasuis;20;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;16;2;2;23;0;21;80;101;164;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haemophilus somnus;10;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;14;2;12;37;43;18;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hafnia alvei;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;4;10;57;24;28;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Hafnia paralvei;32;2;2;0;0;18;2;0;0;2;0;0;0;0;0;2;0;0;0;2;0;0;6;14;6;3;16;4;13;58;198;170;74;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;6;2
Hafnia sp;8;4;0;2;0;4;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;2;0;6;6;4;18;0;0;22;54;49;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hahella chejuensis;94;2;0;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;17;16;4;20;4;12;81;222;182;86;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2
Halanaerobium hydrogeniformans;30;2;0;0;0;12;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;34;4;2;12;0;8;32;120;58;54;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Halanaerobium praevalens;29;2;0;0;0;13;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;4;4;22;2;14;53;99;58;81;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0
Haliangium ochraceum;24;16;0;2;0;14;0;0;2;0;0;0;0;2;0;2;0;0;2;0;2;10;6;25;6;5;14;2;12;59;123;108;79;0;0;2;0;0;0;0;0;2;0;10;0;0;0;0;0;0
Halioglobus japonicus;22;2;0;0;0;8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;6;11;6;25;4;6;31;100;77;63;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
Haliscomenobacter hydrossis;99;10;2;4;0;22;0;2;0;0;0;2;2;0;0;2;0;0;0;2;0;4;2;36;12;6;52;6;30;120;403;162;232;0;0;2;6;0;0;0;0;2;0;2;0;0;2;0;4;0
Halomonas elongata;12;0;0;0;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;8;6;0;14;0;0;19;73;76;33;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;2
Halomonas sp;34;4;0;0;0;10;0;0;0;4;2;0;2;0;0;0;0;0;2;0;2;6;8;16;16;2;12;0;6;50;138;118;61;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Halorhodospira halophila;12;4;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;7;2;0;6;2;2;8;60;56;25;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
